Composition du train,Type de matériel,Ligne,Tournée,Code de dégradation,Période d'exploitation,Type de Jour,Année civile,Année civile/mois,Année civile/semaine,Année civile/Trim.,Jour calendaire,Jour de la semaine,Mois calendrier,Km voiture
070-112-066,73,Ligne verte,6,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,43.86
070-112-066,73,Ligne verte,6,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,501.888
070-112-066,73,Ligne verte,10,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,38.508
070-112-066,73,Ligne verte,10,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,439.194
070-112-066,73,Ligne verte,21,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,11.253
070-112-066,73,Ligne verte,21,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,104.643
070-112-066,73,Ligne verte,23,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,6.975
070-112-066,73,Ligne verte,23,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,83.607
070-112-066,73,Ligne verte,35,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,24.837
070-112-066,73,Ligne verte,35,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,250.944
070-112-066,73,Ligne verte,42,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,31.773
070-112-066,73,Ligne verte,42,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,365.223
070-112-066,73,Ligne verte,44,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,64.986
070-112-066,73,Ligne verte,44,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,755.964
070-112-066,73,Ligne verte,45,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,32.922
070-112-066,73,Ligne verte,45,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,32.436
070-112-066,73,Ligne verte,45,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,376.416
070-112-066,73,Ligne verte,45,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,373.284
070-112-066,73,Ligne verte,46,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,17.97
070-112-066,73,Ligne verte,46,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,188.166
071-040-112,73,Ligne orange,91,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,1.38
071-040-112,73,Ligne orange,91,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,1.338
071-040-112,73,Ligne orange,92,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,1.338
071-040-112,73,Ligne orange,94,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,1.38
071-087-000,73,Ligne verte,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-26,Mardi,3,0.303
071-118-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,0.303
071-118-000,73,Ligne verte,66,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,32.67
071-132-000,73,Ligne orange,91,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,29.094
071-132-000,73,Ligne orange,93,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,31.392
071-132-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,2.115
071-132-000,73,Ligne bleue,0,CMC,19J,Dimanche,2019,2019-02,201908,2019-1,2019-02-24,Dimanche,2,0.156
071-132-000,73,Ligne bleue,1,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,95.085
071-132-000,73,Ligne bleue,1,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,1108.137
071-132-000,73,Ligne bleue,2,CMC,19J,Dimanche,2019,2019-02,201908,2019-1,2019-02-24,Dimanche,2,135.54
071-132-000,73,Ligne bleue,2,PA,19J,Dimanche,2019,2019-02,201908,2019-1,2019-02-24,Dimanche,2,1603.602
071-132-000,73,Ligne bleue,3,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,25.317
071-132-000,73,Ligne bleue,3,CMC,19J,Samedi,2019,2019-02,201908,2019-1,2019-02-23,Samedi,2,102.861
071-132-000,73,Ligne bleue,3,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,321.057
071-132-000,73,Ligne bleue,3,PA,19J,Samedi,2019,2019-02,201908,2019-1,2019-02-23,Samedi,2,1254.225
071-132-000,73,Ligne bleue,4,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,58.224
071-132-000,73,Ligne bleue,4,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,670.434
071-132-000,73,Ligne bleue,5,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,135.204
071-132-000,73,Ligne bleue,5,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,1633.044
071-132-000,73,Ligne bleue,6,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,64.704
071-132-000,73,Ligne bleue,6,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,142.362
071-132-000,73,Ligne bleue,6,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,758.199
071-132-000,73,Ligne bleue,6,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,1661.925
071-132-000,73,Ligne bleue,7,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,24.315
071-132-000,73,Ligne bleue,7,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,262.173
071-132-000,73,Ligne bleue,8,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,28.644
071-132-000,73,Ligne bleue,8,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-22,Vendredi,2,321.057
071-132-000,73,Ligne bleue,9,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,53.061
071-132-000,73,Ligne bleue,9,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,612.672
071-132-000,73,Ligne bleue,11,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,6.681
071-132-000,73,Ligne bleue,11,PA,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,58.323
071-132-000,73,Ligne bleue,12,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,30.249
071-132-000,73,Ligne bleue,12,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-25,Lundi,2,379.38
071-132-000,73,Ligne bleue,13,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,28.011
071-132-000,73,Ligne bleue,13,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,320.496
071-132-000,73,Ligne bleue,67,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-18,Lundi,2,13.14
071-132-000,73,Ligne bleue,67,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,47.493
071-132-000,73,Ligne bleue,91,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,20.037
071-132-000,73,Ligne bleue,93,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,5.517
072-000-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,2.463
072-000-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,0.813
072-043-000,73,Ligne orange,0,CMC,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,0.177
072-043-000,73,Ligne orange,66,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,0.177
072-043-000,73,Ligne orange,67,CMC,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,31.215
072-043-000,73,Ligne orange,90,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,6.963
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,4.014
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,0.405
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,0.156
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,0.405
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,0.174
072-043-000,73,Ligne bleue,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,0.156
072-043-000,73,Ligne bleue,0,CMC,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,1.551
072-043-000,73,Ligne bleue,2,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,14.487
072-043-000,73,Ligne bleue,2,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,136.233
072-043-000,73,Ligne bleue,2,PA,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,174.969
072-043-000,73,Ligne bleue,2,PA,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,1603.602
072-043-000,73,Ligne bleue,3,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,29.244
072-043-000,73,Ligne bleue,3,CMC,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,136.752
072-043-000,73,Ligne bleue,3,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,321.057
072-043-000,73,Ligne bleue,3,PA,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,1662.081
072-043-000,73,Ligne bleue,4,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,57.897
072-043-000,73,Ligne bleue,4,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,7.902
072-043-000,73,Ligne bleue,4,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,670.434
072-043-000,73,Ligne bleue,4,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,87.609
072-043-000,73,Ligne bleue,5,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,137.442
072-043-000,73,Ligne bleue,5,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,1633.044
072-043-000,73,Ligne bleue,6,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,140.193
072-043-000,73,Ligne bleue,6,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,1661.925
072-043-000,73,Ligne bleue,7,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,24.633
072-043-000,73,Ligne bleue,7,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,24.315
072-043-000,73,Ligne bleue,7,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,262.173
072-043-000,73,Ligne bleue,7,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,262.173
072-043-000,73,Ligne bleue,8,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,29.571
072-043-000,73,Ligne bleue,8,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,25.056
072-043-000,73,Ligne bleue,8,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,321.057
072-043-000,73,Ligne bleue,8,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,321.057
072-043-000,73,Ligne bleue,9,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,53.406
072-043-000,73,Ligne bleue,9,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,53.379
072-043-000,73,Ligne bleue,9,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,612.672
072-043-000,73,Ligne bleue,9,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,612.672
072-043-000,73,Ligne bleue,10,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,48.84
072-043-000,73,Ligne bleue,10,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,170.673
072-043-000,73,Ligne bleue,10,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,165.093
072-043-000,73,Ligne bleue,10,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,170.265
072-043-000,73,Ligne bleue,10,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,582.825
072-043-000,73,Ligne bleue,10,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,1661.925
072-043-000,73,Ligne bleue,10,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,1668.573
072-043-000,73,Ligne bleue,10,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,1661.925
072-043-000,73,Ligne bleue,12,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,89.817
072-043-000,73,Ligne bleue,12,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,1049.814
072-043-000,73,Ligne bleue,13,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,29.256
072-043-000,73,Ligne bleue,13,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,320.496
072-043-000,73,Ligne bleue,60,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,2.562
072-043-000,73,Ligne bleue,60,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,28.881
072-043-000,73,Ligne bleue,61,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,7.374
072-043-000,73,Ligne bleue,61,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,7.341
072-043-000,73,Ligne bleue,61,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,4.74
072-043-000,73,Ligne bleue,61,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,58.323
072-043-000,73,Ligne bleue,61,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,58.323
072-043-000,73,Ligne bleue,61,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,58.323
072-043-000,73,Ligne bleue,66,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,11.493
072-043-000,73,Ligne bleue,66,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,6.888
072-043-000,73,Ligne bleue,66,CMC,19J,Dimanche,2019,2019-02,201905,2019-1,2019-02-03,Dimanche,2,24.753
072-043-000,73,Ligne bleue,67,CMC,19J,Dimanche,2019,2019-01,201902,2019-1,2019-01-13,Dimanche,1,27.423
072-043-000,73,Ligne bleue,70,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,5.244
072-043-000,73,Ligne bleue,90,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,17.022
072-043-060,73,Ligne orange,90,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,28.344
072-075-048,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-15,Vendredi,2,2.181
072-119-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,1.383
072-119-000,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,1.542
072-119-000,73,Ligne verte,0,CMC,19J,Samedi,2019,2019-03,201909,2019-1,2019-03-02,Samedi,3,2.475
072-119-000,73,Ligne verte,68,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-21,Jeudi,2,44.733
072-119-000,73,Ligne verte,90,CMC,19J,Samedi,2019,2019-03,201909,2019-1,2019-03-02,Samedi,3,31.095
072-119-026,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-04,Lundi,3,0.606
072-119-026,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,0.297
072-119-026,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,3.249
072-119-026,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,3.333
072-119-026,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,1.191
072-119-026,73,Ligne verte,0,CMC,19J,Dimanche,2019,2019-03,201909,2019-1,2019-03-03,Dimanche,3,1.722
072-119-026,73,Ligne verte,4,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,7.371
072-119-026,73,Ligne verte,4,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,59.562
072-119-026,73,Ligne verte,7,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,132.846
072-119-026,73,Ligne verte,7,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,958.221
072-119-026,73,Ligne verte,13,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,28.41
072-119-026,73,Ligne verte,13,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,313.722
072-119-026,73,Ligne verte,14,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,24.576
072-119-026,73,Ligne verte,14,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,24.516
072-119-026,73,Ligne verte,14,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,250.944
072-119-026,73,Ligne verte,14,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,251.676
072-119-026,73,Ligne verte,16,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,41.166
072-119-026,73,Ligne verte,16,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,501.888
072-119-026,73,Ligne verte,17,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,17.538
072-119-026,73,Ligne verte,17,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,11.778
072-119-026,73,Ligne verte,17,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,188.166
072-119-026,73,Ligne verte,17,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,125.472
072-119-026,73,Ligne verte,18,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,55.173
072-119-026,73,Ligne verte,18,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,627.36
072-119-026,73,Ligne verte,19,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,22.095
072-119-026,73,Ligne verte,19,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,36.741
072-119-026,73,Ligne verte,19,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-07,Jeudi,3,250.944
072-119-026,73,Ligne verte,19,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,86.172
072-119-026,73,Ligne verte,20,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,37.887
072-119-026,73,Ligne verte,20,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,451.734
072-119-026,73,Ligne verte,23,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-04,Lundi,3,0.9
072-119-026,73,Ligne verte,25,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,26.439
072-119-026,73,Ligne verte,25,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,311.964
072-119-026,73,Ligne verte,28,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,16.932
072-119-026,73,Ligne verte,28,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,188.25
072-119-026,73,Ligne verte,31,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,2.031
072-119-026,73,Ligne verte,31,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-08,Vendredi,3,1.758
072-119-026,73,Ligne verte,32,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,73.875
072-119-026,73,Ligne verte,32,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,878.304
072-119-026,73,Ligne verte,34,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-04,Lundi,3,117.738
072-119-026,73,Ligne verte,34,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-04,Lundi,3,565.602
072-119-026,73,Ligne verte,40,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,59.529
072-119-026,73,Ligne verte,40,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,24.501
072-119-026,73,Ligne verte,40,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,23.043
072-119-026,73,Ligne verte,40,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-12,Mardi,3,690.054
072-119-026,73,Ligne verte,40,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,250.944
072-119-026,73,Ligne verte,40,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-14,Jeudi,3,250.944
072-119-026,73,Ligne verte,43,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,28.209
072-119-026,73,Ligne verte,43,PA,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-13,Mercredi,3,313.722
072-119-035,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-18,Lundi,3,0.525
072-119-035,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,1.671
072-119-035,73,Ligne verte,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,1.674
072-119-035,73,Ligne verte,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,0.162
072-119-035,73,Ligne verte,0,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,0.678
072-119-035,73,Ligne verte,1,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,9.36
072-119-035,73,Ligne verte,1,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,125.472
072-119-035,73,Ligne verte,2,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,33.42
072-119-035,73,Ligne verte,2,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,377.148
072-119-035,73,Ligne verte,3,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-26,Mardi,3,42.648
072-119-035,73,Ligne verte,3,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-26,Mardi,3,501.888
072-119-035,73,Ligne verte,4,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,23.349
072-119-035,73,Ligne verte,4,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,11.349
072-119-035,73,Ligne verte,4,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,250.944
072-119-035,73,Ligne verte,4,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,107.424
072-119-035,73,Ligne verte,5,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,29.373
072-119-035,73,Ligne verte,5,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,313.638
072-119-035,73,Ligne verte,6,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,16.122
072-119-035,73,Ligne verte,6,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-26,Mardi,3,10.272
072-119-035,73,Ligne verte,6,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,206.298
072-119-035,73,Ligne verte,6,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-26,Mardi,3,95.718
072-119-035,73,Ligne verte,8,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,22.209
072-119-035,73,Ligne verte,8,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,239.277
072-119-035,73,Ligne verte,9,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,17.538
072-119-035,73,Ligne verte,9,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,2.352
072-119-035,73,Ligne verte,9,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,188.166
072-119-035,73,Ligne verte,9,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,11.667
072-119-035,73,Ligne verte,10,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,15.186
072-119-035,73,Ligne verte,10,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,181.389
072-119-035,73,Ligne verte,11,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,24.576
072-119-035,73,Ligne verte,11,PA,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,250.944
072-119-035,73,Ligne verte,13,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,2.688
