Composition du train,Type de matériel,Ligne,Tournée,Code de dégradation,Période d'exploitation,Type de Jour,Année civile,Année civile/mois,Année civile/semaine,Année civile/Trim.,Jour calendaire,Jour de la semaine,Mois calendrier,Km voiture
020-027-116,73,Ligne verte,93,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,33.15
020-027-116,73,Ligne jaune,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,0.3
020-027-116,73,Ligne jaune,41,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,511.482
020-027-116,73,Ligne jaune,45,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,875.181
020-027-116,73,Ligne jaune,91,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-27,Mercredi,3,15.96
020-027-116,73,Ligne jaune,93,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,12.027
020-033-128,73,Ligne verte,0,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,1.671
020-033-128,73,Ligne verte,10,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,105.225
020-033-128,73,Ligne verte,10,PA,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,1255.452
020-037-016,73,Ligne orange,92,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,33.306
020-037-016,73,Ligne bleue,92,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-21,Jeudi,3,2.433
020-063-103,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,1.671
020-063-103,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,1.674
020-063-103,73,Ligne verte,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,1.575
020-063-103,73,Ligne verte,1,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,97.32
020-063-103,73,Ligne verte,1,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,33.051
020-063-103,73,Ligne verte,1,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,378.09
020-063-103,73,Ligne verte,1,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,228.141
020-063-103,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,18.642
020-063-103,73,Ligne verte,2,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,18.642
020-063-103,73,Ligne verte,2,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,188.25
020-063-103,73,Ligne verte,2,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,188.25
020-063-103,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,11.541
020-063-103,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,32.205
020-063-103,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,50.808
020-063-103,73,Ligne verte,3,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,27.303
020-063-103,73,Ligne verte,3,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,125.472
020-063-103,73,Ligne verte,3,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,376.416
020-063-103,73,Ligne verte,3,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,388.377
020-063-103,73,Ligne verte,3,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,313.638
020-063-103,73,Ligne verte,5,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,37.035
020-063-103,73,Ligne verte,5,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,439.11
020-063-103,73,Ligne verte,6,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,18.087
020-063-103,73,Ligne verte,6,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,188.25
020-063-103,73,Ligne verte,7,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,54.975
020-063-103,73,Ligne verte,7,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,5.01
020-063-103,73,Ligne verte,7,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,627.36
020-063-103,73,Ligne verte,7,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,62.778
020-063-103,73,Ligne verte,8,CMC,19J,Samedi,2019,2019-02,201905,2019-1,2019-02-02,Samedi,2,100.263
020-063-103,73,Ligne verte,8,PA,19J,Samedi,2019,2019-02,201905,2019-1,2019-02-02,Samedi,2,1192.026
020-063-103,73,Ligne verte,9,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,27.843
020-063-103,73,Ligne verte,9,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,179.13
020-063-103,73,Ligne verte,10,CMC,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,108.555
020-063-103,73,Ligne verte,10,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,6.975
020-063-103,73,Ligne verte,10,PA,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,910.143
020-063-103,73,Ligne verte,10,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,62.694
020-063-103,73,Ligne verte,11,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,24.516
020-063-103,73,Ligne verte,11,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,250.944
020-063-103,73,Ligne verte,12,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,128.046
020-063-103,73,Ligne verte,12,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-29,Mardi,1,690.342
020-063-103,73,Ligne verte,14,CMC,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,24.48
020-063-103,73,Ligne verte,14,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,26.541
020-063-103,73,Ligne verte,14,PA,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,250.944
020-063-103,73,Ligne verte,14,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,179.214
020-063-103,73,Ligne verte,18,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,44.337
020-063-103,73,Ligne verte,18,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,501.888
020-063-103,73,Ligne verte,19,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,22.479
020-063-103,73,Ligne verte,19,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,21.447
020-063-103,73,Ligne verte,19,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,250.944
020-063-103,73,Ligne verte,19,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-07,Jeudi,2,250.944
020-063-103,73,Ligne verte,21,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,24.084
020-063-103,73,Ligne verte,21,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,250.944
020-063-103,73,Ligne verte,27,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,24.501
020-063-103,73,Ligne verte,27,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,250.944
020-063-103,73,Ligne verte,30,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,50.277
020-063-103,73,Ligne verte,30,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,358.344
020-063-103,73,Ligne verte,33,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,24.993
020-063-103,73,Ligne verte,33,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-30,Mercredi,1,250.944
020-063-103,73,Ligne verte,34,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,24.681
020-063-103,73,Ligne verte,34,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,179.13
020-063-103,73,Ligne verte,41,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,18.024
020-063-103,73,Ligne verte,41,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-05,Mardi,2,119.448
020-063-103,73,Ligne verte,42,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,54.252
020-063-103,73,Ligne verte,42,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,627.36
020-063-103,73,Ligne verte,43,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,85.419
020-063-103,73,Ligne verte,43,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,367.248
020-063-103,73,Ligne verte,44,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,94.674
020-063-103,73,Ligne verte,44,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,313.851
020-063-103,73,Ligne verte,45,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,34.728
020-063-103,73,Ligne verte,45,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,376.416
020-063-103,73,Ligne verte,55,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,11.04
020-063-103,73,Ligne verte,55,PA,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-06,Mercredi,2,59.766
020-080-031,73,Ligne orange,72,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-08,Vendredi,2,31.215
021-000-000,10,Ligne verte,0,CMC,18N,Troisième pér. fête,2019,2019-01,201901,2019-1,2019-01-01,Mardi,1,1.782
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,0.261
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,0.909
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,5.022
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,0.684
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,0.909
021-000-000,10,Ligne verte,0,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,3.573
021-000-000,10,Ligne verte,0,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,0.639
021-000-000,10,Ligne verte,1,CMC,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,596.871
021-000-000,10,Ligne verte,1,PA,19J,Dimanche,2019,2019-01,201903,2019-1,2019-01-20,Dimanche,1,4705.938
021-000-000,10,Ligne verte,2,CMC,18N,Troisième pér. fête,2019,2019-01,201901,2019-1,2019-01-01,Mardi,1,600.255
021-000-000,10,Ligne verte,2,CMC,18N,Quatrième pér. fête,2019,2019-01,201901,2019-1,2019-01-02,Mercredi,1,545.247
021-000-000,10,Ligne verte,2,PA,18N,Troisième pér. fête,2019,2019-01,201901,2019-1,2019-01-01,Mardi,1,5104.764
021-000-000,10,Ligne verte,2,PA,18N,Quatrième pér. fête,2019,2019-01,201901,2019-1,2019-01-02,Mercredi,1,4551.804
021-000-000,10,Ligne verte,3,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,375.012
021-000-000,10,Ligne verte,3,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1525.167
021-000-000,10,Ligne verte,5,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,214.362
021-000-000,10,Ligne verte,5,CMC,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,248.58
021-000-000,10,Ligne verte,5,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1825.533
021-000-000,10,Ligne verte,5,PA,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,3013.29
021-000-000,10,Ligne verte,6,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,182.718
021-000-000,10,Ligne verte,6,CMC,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,286.056
021-000-000,10,Ligne verte,6,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,1458.504
021-000-000,10,Ligne verte,6,PA,19J,Samedi,2019,2019-01,201903,2019-1,2019-01-19,Samedi,1,941.778
021-000-000,10,Ligne verte,7,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,356.193
021-000-000,10,Ligne verte,7,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-07,Lundi,1,2917.008
021-000-000,10,Ligne verte,8,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,66.735
021-000-000,10,Ligne verte,8,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,50.715
021-000-000,10,Ligne verte,8,CMC,19J,Samedi,2019,2019-01,201904,2019-1,2019-01-26,Samedi,1,307.431
021-000-000,10,Ligne verte,8,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-03,Jeudi,1,552.96
021-000-000,10,Ligne verte,8,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,564.75
021-000-000,10,Ligne verte,8,PA,19J,Samedi,2019,2019-01,201904,2019-1,2019-01-26,Samedi,1,3576.078
021-000-000,10,Ligne verte,10,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,125.667
021-000-000,10,Ligne verte,10,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,83.889
021-000-000,10,Ligne verte,10,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,1505.664
021-000-000,10,Ligne verte,10,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,989.37
021-000-000,10,Ligne verte,13,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,609.777
021-000-000,10,Ligne verte,13,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-24,Jeudi,1,4894.02
021-000-000,10,Ligne verte,14,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,97.128
021-000-000,10,Ligne verte,14,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,729.252
021-000-000,10,Ligne verte,15,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,70.578
021-000-000,10,Ligne verte,15,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,752.832
021-000-000,10,Ligne verte,18,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,166.707
021-000-000,10,Ligne verte,18,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-22,Mardi,1,1882.08
021-000-000,10,Ligne verte,19,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,51.021
021-000-000,10,Ligne verte,19,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-17,Jeudi,1,564.498
021-000-000,10,Ligne verte,23,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,218.043
021-000-000,10,Ligne verte,23,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,2714.94
021-000-000,10,Ligne verte,24,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,77.328
021-000-000,10,Ligne verte,24,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,941.166
021-000-000,10,Ligne verte,25,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,24.084
021-000-000,10,Ligne verte,25,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,188.334
021-000-000,10,Ligne verte,26,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,94.491
021-000-000,10,Ligne verte,26,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,1128.609
021-000-000,10,Ligne verte,29,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,150.435
021-000-000,10,Ligne verte,29,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,126.36
021-000-000,10,Ligne verte,29,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,1216.161
021-000-000,10,Ligne verte,29,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,1529.487
021-000-000,10,Ligne verte,30,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,381.987
021-000-000,10,Ligne verte,30,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,148.734
021-000-000,10,Ligne verte,30,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,147.357
021-000-000,10,Ligne verte,30,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,1459.116
021-000-000,10,Ligne verte,30,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,1693.746
021-000-000,10,Ligne verte,30,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,1693.746
021-000-000,10,Ligne verte,31,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,207.072
021-000-000,10,Ligne verte,31,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-21,Lundi,1,2446.83
021-000-000,10,Ligne verte,33,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,274.239
021-000-000,10,Ligne verte,33,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,553.572
021-000-000,10,Ligne verte,34,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,10.602
021-000-000,10,Ligne verte,34,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,164.511
021-000-000,10,Ligne verte,35,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,73.503
021-000-000,10,Ligne verte,35,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,66.447
021-000-000,10,Ligne verte,35,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-16,Mercredi,1,752.832
021-000-000,10,Ligne verte,35,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,698.688
021-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,148.005
021-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,155.412
021-000-000,10,Ligne verte,36,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,19.305
021-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-10,Jeudi,1,917.586
021-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-18,Vendredi,1,1833.624
021-000-000,10,Ligne verte,36,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,242.478
021-000-000,10,Ligne verte,37,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,79.956
021-000-000,10,Ligne verte,37,PA,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,860.886
021-000-000,10,Ligne verte,39,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,69.147
021-000-000,10,Ligne verte,39,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-11,Vendredi,1,552.96
021-000-000,10,Ligne verte,40,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,216.387
021-000-000,10,Ligne verte,40,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,1815.03
021-000-000,10,Ligne verte,41,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,71.271
021-000-000,10,Ligne verte,41,PA,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,548.262
021-000-000,10,Ligne verte,42,CMC,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,564.579
021-000-000,10,Ligne verte,42,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,315.351
021-000-000,10,Ligne verte,42,PA,18N,Semaine,2019,2019-01,201901,2019-1,2019-01-04,Vendredi,1,2502.414
021-000-000,10,Ligne verte,42,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-14,Lundi,1,2752.254
021-000-000,10,Ligne verte,44,CMC,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,331.605
021-000-000,10,Ligne verte,44,PA,19J,Semaine,2019,2019-01,201903,2019-1,2019-01-15,Mardi,1,3952.494
021-000-000,10,Ligne verte,66,CMC,18N,Troisième pér. fête,2019,2019-01,201901,2019-1,2019-01-01,Mardi,1,50.958
021-000-000,10,Ligne verte,66,PA,18N,Troisième pér. fête,2019,2019-01,201901,2019-1,2019-01-01,Mardi,1,622.386
021-000-000,10,Ligne verte,90,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-08,Mardi,1,136.503
021-000-000,10,Ligne verte,91,CMC,19J,Semaine,2019,2019-01,201902,2019-1,2019-01-09,Mercredi,1,46.773
021-000-000,10,Ligne verte,91,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-25,Vendredi,1,82.251
021-000-000,10,Ligne verte,91,CMC,19J,Dimanche,2019,2019-01,201904,2019-1,2019-01-27,Dimanche,1,62.946
021-000-000,10,Ligne verte,96,CMC,19J,Semaine,2019,2019-01,201904,2019-1,2019-01-23,Mercredi,1,136.737
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-28,Lundi,1,0.396
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,0.873
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201905,2019-1,2019-02-01,Vendredi,2,0.927
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201906,2019-1,2019-02-04,Lundi,2,1.755
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-11,Lundi,2,0.873
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-13,Mercredi,2,0.927
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201907,2019-1,2019-02-14,Jeudi,2,5.166
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-19,Mardi,2,14.922
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201908,2019-1,2019-02-20,Mercredi,2,0.873
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,0.999
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-27,Mercredi,2,0.558
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-04,Lundi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-05,Mardi,3,3.276
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-11,Lundi,3,0.873
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201911,2019-1,2019-03-15,Vendredi,3,0.999
021-000-000,10,Ligne orange,0,CMC,19J,Semaine,2019,2019-03,201912,2019-1,2019-03-19,Mardi,3,0.873
021-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-03,201909,2019-1,2019-03-02,Samedi,3,0.999
021-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-03,201910,2019-1,2019-03-09,Samedi,3,0.531
021-000-000,10,Ligne orange,0,CMC,19J,Samedi,2019,2019-03,201911,2019-1,2019-03-16,Samedi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-02,201907,2019-1,2019-02-17,Dimanche,2,0.486
021-000-000,10,Ligne orange,0,CMC,19J,Dimanche,2019,2019-03,201909,2019-1,2019-03-03,Dimanche,3,2.754
021-000-000,10,Ligne orange,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-25,Lundi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-28,Jeudi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,0.558
021-000-000,10,Ligne orange,0,CMC,19M,Samedi,2019,2019-03,201913,2019-1,2019-03-30,Samedi,3,2.637
021-000-000,10,Ligne orange,0,PA,19J,Semaine,2019,2019-03,201910,2019-1,2019-03-06,Mercredi,3,1.422
021-000-000,10,Ligne orange,0,PA,19M,Semaine,2019,2019-03,201913,2019-1,2019-03-29,Vendredi,3,0.666
021-000-000,10,Ligne orange,1,CMC,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,49.203
021-000-000,10,Ligne orange,1,CMC,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,10.314
021-000-000,10,Ligne orange,1,PA,19J,Semaine,2019,2019-01,201905,2019-1,2019-01-31,Jeudi,1,447.849
021-000-000,10,Ligne orange,1,PA,19J,Semaine,2019,2019-02,201909,2019-1,2019-02-26,Mardi,2,609.309
021-000-000,10,Ligne orange,3,CMC,19J,Samedi,2019,2019-03,201911,2019-1,2019-03-16,Samedi,3,22.401
021-000-000,10,Ligne orange,3,CMC,19J,Dimanche,2019,2019-03,201911,2019-1,2019-03-17,Dimanche,3,42.507
